n_sim,mc_price,bs_price,absolute_error,standard_error,ci_95_low,ci_95_high,antithetic
1000,9.911979607280376,10.450583572185565,0.5386039649051888,0.4483452815806033,9.033222855382393,10.790736359178359,False
5000,10.307306864996919,10.450583572185565,0.1432767071886456,0.2052112351535787,9.905092844095904,10.709520885897934,False
10000,10.524881627806145,10.450583572185565,0.07429805562058078,0.14847214882039586,10.233876216118169,10.815887039494122,False
25000,10.509670709228052,10.450583572185565,0.05908713704248747,0.09407635854277288,10.325281046484218,10.694060371971887,False
50000,10.371029086176318,10.450583572185565,0.07955448600924697,0.0655063231592548,10.242636692784178,10.499421479568458,False
100000,10.394137749106704,10.450583572185565,0.05644582307886026,0.04635520293052884,10.303281551362868,10.48499394685054,False
250000,10.453803044666762,10.450583572185565,0.0032194724811969166,0.029407393880819737,10.396164552660355,10.511441536673168,False
